Sample ID,Sample Date,Beach Name,Sample Location,Enterococci Results,Units or Notes
070609GR06,07/06/2009,MANHATTAN BEACH,Right,4.0,MPN/100 ml
090308BH10,09/03/2008,ORCHARD BEACH,Left,,Result below detection limit
042810GR08,04/28/2010,ROCKAWAY BEACH 23RD - 59TH,Center,,Result below detection limit
090809GR18,09/08/2009,SEAGATE BEACH - 42ND STREET,Center,,Result below detection limit
061807BH01,06/18/2007,SI YMCA OF GREATER NEW YORK,Left,330.0,MPN/100 ml
052610GR01,05/26/2010,BREEZY POINT - REID AVE.,Center,12.0,MPN/100 ml
051506IM10,05/15/2006,WHITE CROSS FISHING CLUB,Left,380.0,MPN/100 ml
072710GR15,07/27/2010,MANHEM BEACH CLUB,Right,4.0,MPN/100 ml
051710GR01,05/17/2010,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,8.0,MPN/100 ml
060711KB14,06/07/2011,MORRIS YACHT AND BEACH CLUB,Center,4.0,MPN/100 ml
081710GR01,08/17/2010,GERRITSEN/KIDDIE BEACH,Left,540.0,MPN/100 ml
042809GR13,04/28/2009,MANHEM BEACH CLUB,Left,,Result below detection limit
090710KB06,09/07/2010,WOLFE'S POND PARK,Right,8.0,MPN/100 ml
090115SM17,09/01/2015,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
042413GR01,04/24/2013,ROCKAWAY BEACH 9TH - 13TH,Center,,Result below detection limit
080211GR21,08/02/2011,LOCUST POINT YACHT CLUB,Right,160.0,MPN/100 ml
082713CP02,08/27/2013,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,180.0,MPN/100 ml
082112KB10,08/21/2012,MIDLAND BEACH,Left,4.0,MPN/100 ml
050608IM14,05/06/2008,MANHEM BEACH CLUB,Center,4.0,MPN/100 ml
062006BH11,06/20/2006,SOUTH BEACH,Center,4.0,MPN/100 ml
061708IM18,06/17/2008,SCHUYLER HILL CIVIC ASSOCIATION,Right,4.0,MPN/100 ml
050216JL09,05/03/2016,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,560.0,MPN/100 ml
082515SM02,08/25/2015,WHITE CROSS FISHING CLUB,Center,4.0,MPN/100 ml
081015SM04,08/10/2015,MANHATTAN BEACH,Left,,Result below detection limit
060115CP15,06/01/2015,SOUTH BEACH,Right,120.0,MPN/100 ml
061311GR11,06/13/2011,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,28.0,MPN/100 ml
052913KB06,05/29/2013,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,64.0,MPN/100 ml
080210KB10,08/02/2010,SOUTH BEACH,Left,28.0,MPN/100 ml
052814KB01,05/28/2014,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,240.0,MPN/100 ml
061206IM24,06/12/2006,SCHUYLER HILL CIVIC ASSOCIATION,Right,,Result below detection limit
072215CP02,07/22/2015,ROCKAWAY BEACH 15TH - 22TH,Center,,Result below detection limit
051115CP03,05/11/2015,SI YMCA OF GREATER NEW YORK,Left,16.0,MPN/100 ml
080612GR13,08/06/2012,CONEY ISLAND WEST 8TH - PIER,Center,8.0,MPN/100 ml
071612GR04,07/16/2012,MANHATTAN BEACH,Left,4.0,MPN/100 ml
061609KB04,06/16/2009,WOLFE'S POND PARK,Left,4.0,MPN/100 ml
081307BH01,08/13/2007,ORCHARD BEACH,Left,8.0,MPN/100 ml
081108GR19,08/11/2008,SEAGATE BEACH - 42ND STREET,Right,4.0,MPN/100 ml
080212KB08,08/02/2012,WEST FORDHAM STREET ASSOCIATION,Center,340.0,MPN/100 ml
071205MR04,07/12/2005,MANHATTAN BEACH,Left,8.0,MPN/100 ml
072913KB08,07/29/2013,CEDAR GROVE,Center,20.0,MPN/100 ml
062005MG09,06/20/2005,SCHUYLER HILL CIVIC ASSOCIATION,Right,,Result below detection limit
042214GR18,04/22/2014,SCHUYLER HILL CIVIC ASSOCIATION,Right,4.0,MPN/100 ml
051109KB14,05/11/2009,CONEY ISLAND WEST 28TH - WEST 37TH,Center,,Result below detection limit
072109GR01,07/21/2009,GERRITSEN/KIDDIE BEACH,Left,36.0,MPN/100 ml
060607IM06,06/06/2007,ORCHARD BEACH,Right,,Result below detection limit
081511KB16,08/15/2011,CONEY ISLAND WEST 16TH - WEST 27TH,Center,48.0,MPN/100 ml
081910KB11,08/19/2010,KINGSBOROUGH COMMUNITY COLLEGE,Center,8.0,MPN/100 ml
053111GR12,05/31/2011,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4.0,MPN/100 ml
052813KB10,05/28/2013,MIDLAND BEACH,Left,,Result below detection limit
051506IM06,05/15/2006,ORCHARD BEACH,Right,4.0,MPN/100 ml
052510KB01,05/25/2010,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,,Result below detection limit
051611KB03,05/16/2011,SI YMCA OF GREATER NEW YORK,Right,16.0,MPN/100 ml
090605EL01,09/06/2005,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,,Result below detection limit
052411KB09,05/24/2011,ORCHARD BEACH,Right,,Result below detection limit
061515CP10,06/15/2015,CEDAR GROVE,Center,120.0,MPN/100 ml
071513GR03,07/15/2013,GERRITSEN/KIDDIE BEACH,Right,4.0,MPN/100 ml
090115SM19,09/01/2015,LOCUST POINT YACHT CLUB,Left,20.0,MPN/100 ml
042115GR11,04/21/2015,DANISH AMERICAN BEACH CLUB,Center,8.0,MPN/100 ml
081908BH12,08/19/2008,ORCHARD BEACH,Right,12.0,MPN/100 ml
082311GR21,08/23/2011,LOCUST POINT YACHT CLUB,Right,,Result below detection limit
082305MR14,08/23/2005,ORCHARD BEACH,Center,,Result below detection limit
042809KB09,04/28/2009,MORRIS YACHT AND BEACH CLUB,Right,4.0,MPN/100 ml
080905LH03,08/09/2005,MANHEM BEACH CLUB,Right,,Result below detection limit
091305BH02,09/13/2005,KINGSBOROUGH COMMUNITY COLLEGE,Center,,Result below detection limit
060210KB14,06/02/2010,MORRIS YACHT AND BEACH CLUB,Center,8.0,MPN/100 ml
052311KB14,05/23/2011,SOUTH BEACH,Center,48.0,MPN/100 ml
043013GR14,04/30/2013,MANHEM BEACH CLUB,Center,4.0,MPN/100 ml
061807BH08,06/18/2007,MIDLAND BEACH,Center,,Result below detection limit
060506GR03,06/05/2006,KINGSBOROUGH COMMUNITY COLLEGE,Right,24.0,MPN/100 ml
090909KB04,09/09/2009,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,130.0,MPN/100 ml
051011GR13,05/10/2011,MANHEM BEACH CLUB,Left,8.0,MPN/100 ml
050813GR06,05/08/2013,MANHATTAN BEACH,Right,24.0,MPN/100 ml
091712GR03,09/17/2012,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,48.0,MPN/100 ml
081705SI05,08/17/2005,KINGSBOROUGH COMMUNITY COLLEGE,Center,8.0,MPN/100 ml
061807GR09,06/18/2007,KINGSBOROUGH COMMUNITY COLLEGE,Right,24.0,MPN/100 ml
062811KB12,06/28/2011,WEST FORDHAM STREET ASSOCIATION,Right,12.0,MPN/100 ml
050608IM05,05/06/2008,WHITE CROSS FISHING CLUB,Center,4.0,MPN/100 ml
051605BH08,05/16/2005,SOUTH BEACH,Center,9.9,MPN/100 ml
050108BH09,05/01/2008,ORCHARD BEACH,Right,,Result below detection limit
081805SI03,08/18/2005,WOLFE'S POND PARK,Right,4.0,MPN/100 ml
063008GR05,06/30/2008,MANHATTAN BEACH,Center,8.0,MPN/100 ml
062909KB12,06/29/2009,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
062210GR13,06/22/2010,MANHEM BEACH CLUB,Left,8.0,MPN/100 ml
071012KB14,07/10/2012,MORRIS YACHT AND BEACH CLUB,Center,4.0,MPN/100 ml
061509IM12,06/15/2009,DANISH AMERICAN BEACH CLUB,Right,120.0,MPN/100 ml
062711GR06,06/27/2011,MANHATTAN BEACH,Right,,Result below detection limit
051605EL11,05/16/2005,GERRITSEN/KIDDIE BEACH,Center,9.9,MPN/100 ml
071310GR06,07/13/2010,WHITE CROSS FISHING CLUB,Right,8.0,MPN/100 ml
091411KB02,09/14/2011,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,4.0,MPN/100 ml
062606BH07,06/26/2006,MIDLAND BEACH,Right,8.0,MPN/100 ml
071309KB11,07/13/2009,SOUTH BEACH,Center,,Result below detection limit
062810KB11,06/28/2010,SOUTH BEACH,Center,,Result below detection limit
061109KB02,06/11/2009,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,680.0,MPN/100 ml
062909KB17,06/29/2009,GERRITSEN/KIDDIE BEACH,Center,4.0,MPN/100 ml
042710KB01,04/27/2010,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,1300.0,MPN/100 ml
051115GR03,05/11/2015,GERRITSEN/KIDDIE BEACH,Right,28.0,MPN/100 ml
042511SG12,04/25/2011,WOLFE'S POND PARK,Left,8.0,MPN/100 ml
071409KB15,07/14/2009,ORCHARD BEACH,Right,,Result below detection limit
051914CP10,05/19/2014,MIDLAND BEACH,Left,,Result below detection limit
042214KB09,04/22/2014,ORCHARD BEACH,Right,8.0,MPN/100 ml
082608GR09,08/26/2008,ROCKAWAY BEACH 15TH - 22TH,Center,,Result below detection limit
080310GR16,08/03/2010,SCHUYLER HILL CIVIC ASSOCIATION,Left,4.0,MPN/100 ml
042815GR13,04/28/2015,MANHEM BEACH CLUB,Left,24.0,MPN/100 ml
052306IM09,05/23/2006,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,,Result below detection limit
042611SG02,04/26/2011,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,8.0,MPN/100 ml
052212GR05,05/22/2012,MANHATTAN BEACH,Center,60.0,MPN/100 ml
072711GR08,07/27/2011,GERRITSEN/KIDDIE BEACH,Center,,Result below detection limit
042114GR01,04/21/2014,GERRITSEN/KIDDIE BEACH,Left,,Result below detection limit
083005BH04,08/30/2005,MIDLAND BEACH,Right,28.0,MPN/100 ml
071513GR04,07/15/2013,MANHATTAN BEACH,Left,,Result below detection limit
081009KB10,08/10/2009,SOUTH BEACH,Left,,Result below detection limit
072413CP13,07/24/2013,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,24.0,MPN/100 ml
071205MR07,07/12/2005,KINGSBOROUGH COMMUNITY COLLEGE,Left,88.0,MPN/100 ml
071007BH10,07/10/2007,MANHEM BEACH CLUB,Left,8.0,MPN/100 ml
082410SG08,08/24/2010,MIDLAND BEACH,Right,16.0,MPN/100 ml
090308GR15,09/03/2008,MANHEM BEACH CLUB,Right,4.0,MPN/100 ml
050813KB10,05/08/2013,MIDLAND BEACH,Left,8.0,MPN/100 ml
072808GR15,07/28/2008,SEAGATE BEACH - 42ND STREET,Center,16.0,MPN/100 ml
061212KB09,06/12/2012,CEDAR GROVE,Right,8.0,MPN/100 ml
080210KB02,08/02/2010,SI YMCA OF GREATER NEW YORK,Center,,Result below detection limit
080910GR01,08/09/2010,GERRITSEN/KIDDIE BEACH,Left,4.0,MPN/100 ml
072715GR01,07/27/2015,GERRITSEN/KIDDIE BEACH,Left,12.0,MPN/100 ml
082806GR02,08/28/2006,GERRITSEN/KIDDIE BEACH,Center,280.0,MPN/100 ml
042214GR12,04/22/2014,DANISH AMERICAN BEACH CLUB,Right,16.0,MPN/100 ml
042511GR02,04/25/2011,GERRITSEN/KIDDIE BEACH,Center,210.0,MPN/100 ml
063009IM17,06/30/2009,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
050906BH07,05/09/2006,ROCKAWAY BEACH 116TH - 126TH,Center,,Result below detection limit
071806JR04,07/18/2006,MANHATTAN BEACH,Left,12.0,MPN/100 ml
050608IM06,05/06/2008,WHITE CROSS FISHING CLUB,Right,,Result below detection limit
072711AA06,07/27/2011,MIDLAND BEACH,Right,8.0,MPN/100 ml
081809KB01,08/18/2009,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,44.0,MPN/100 ml
050912KB13,05/09/2012,ROCKAWAY BEACH 15TH - 22TH,Center,,Result below detection limit
090605BH09,09/06/2005,SOUTH BEACH,Right,220.0,MPN/100 ml
081109IM10,08/11/2009,DANISH AMERICAN BEACH CLUB,Left,4.0,MPN/100 ml
082007BH17,08/20/2007,WHITE CROSS FISHING CLUB,Center,,Result below detection limit
063008BH13,06/30/2008,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4.0,MPN/100 ml
061716GR18,06/17/2013,SCHUYLER HILL CIVIC ASSOCIATION,Left,4.0,MPN/100 ml
080408GR18,08/04/2008,SEAGATE BEACH - 42ND STREET,Center,4.0,MPN/100 ml
072511GR01,07/25/2011,GERRITSEN/KIDDIE BEACH,Left,480.0,MPN/100 ml
051915GR20,05/19/2015,LOCUST POINT YACHT CLUB,Center,24.0,MPN/100 ml
081313GR04,08/13/2013,WHITE CROSS FISHING CLUB,Left,20.0,MPN/100 ml
052908GR03,05/29/2008,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,,Result below detection limit
082806GR04,08/28/2006,MANHATTAN BEACH,Center,40.0,MPN/100 ml
060711KB09,06/07/2011,ORCHARD BEACH,Right,,Result below detection limit
051908GR10,05/19/2008,CONEY ISLAND BR. 15TH - 6TH,Center,,Result below detection limit
060208GR18,06/02/2008,SEAGATE BEACH - 42ND STREET,Center,,Result below detection limit
081809KB07,08/18/2009,MORRIS YACHT AND BEACH CLUB,Left,184.0,MPN/100 ml
050112KB08,05/01/2012,ORCHARD BEACH,Center,,Result below detection limit
042015CP06,04/20/2015,WOLFE'S POND PARK,Left,660.0,MPN/100 ml
081205SI05,08/12/2005,KINGSBOROUGH COMMUNITY COLLEGE,Center,660.0,MPN/100 ml
072110GR08,07/21/2010,ROCKAWAY BEACH 23RD - 59TH,Center,4.0,MPN/100 ml
072111KB05,07/21/2011,MIDLAND BEACH,Center,8.0,MPN/100 ml
071006ZK22,07/10/2006,SCHUYLER HILL CIVIC ASSOCIATION,Left,36.0,MPN/100 ml
052212KB14,05/22/2012,SOUTH BEACH,Center,80.0,MPN/100 ml
082906GR03,08/29/2006,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,48.0,MPN/100 ml
060805BH11,06/08/2005,MANHEM BEACH CLUB,Center,4.0,MPN/100 ml
082508GR13,08/25/2008,CONEY ISLAND WEST 8TH - PIER,Center,8.0,MPN/100 ml
072914CP16,07/29/2014,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
051506IM25,05/15/2006,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,12.0,MPN/100 ml
042611SG15,04/26/2011,MORRIS YACHT AND BEACH CLUB,Right,4.0,MPN/100 ml
090611GR06,09/06/2011,AMERICAN TURNERS,Right,120.0,MPN/100 ml
083109GR10,08/31/2009,DANISH AMERICAN BEACH CLUB,Left,4.0,MPN/100 ml
061906IM23,06/19/2006,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
052311KB03,05/23/2011,SI YMCA OF GREATER NEW YORK,Right,120.0,MPN/100 ml
071514GR09,07/15/2014,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,130.0,MPN/100 ml
061509GR01,06/15/2009,BREEZY POINT - 219TH STREET,Center,4.0,MPN/100 ml
051809KB13,05/18/2009,CONEY ISLAND WEST 16TH - WEST 27TH,Center,,Result below detection limit
080706JR04,08/07/2006,ORCHARD BEACH,Left,68.0,MPN/100 ml
050211GR05,05/02/2011,MANHATTAN BEACH,Center,4.0,MPN/100 ml
082707BH15,08/27/2007,AMERICAN TURNERS,Right,24.0,MPN/100 ml
050913GR10,05/09/2013,ROCKAWAY BEACH 80TH - 95TH,Center,,Result below detection limit
060606BH09,06/06/2006,BREEZY POINT - REID AVE.,Center,,Result below detection limit
083011GR11,08/30/2011,ROCKAWAY BEACH 59TH - 80TH,Center,,Result below detection limit
060209IM17,06/02/2009,LOCUST POINT YACHT CLUB,Center,4.0,MPN/100 ml
051710GR02,05/17/2010,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4.0,MPN/100 ml
052714GR08,05/27/2014,KINGSBOROUGH COMMUNITY COLLEGE,Center,,Result below detection limit
051815GR03,05/18/2015,GERRITSEN/KIDDIE BEACH,Right,24.0,MPN/100 ml
072413GR28,07/24/2013,MANHEM BEACH CLUB,Right,4.0,MPN/100 ml
090809KB06,09/08/2009,WOLFE'S POND PARK,Right,4.0,MPN/100 ml
061306BH13,06/13/2006,CONEY ISLAND WEST 16TH - WEST 27TH,Center,,Result below detection limit
082106EL10,08/21/2006,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,,Result below detection limit
071806ZK07,07/18/2006,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4.0,MPN/100 ml
061509GR10,06/15/2009,ROCKAWAY BEACH 9TH - 13TH,Center,8.0,MPN/100 ml
052913GR15,05/29/2013,SEAGATE BEACH - 38TH STREET,Center,96.0,MPN/100 ml
070708GR18,07/07/2008,SEAGATE BEACH - 42ND STREET,Center,4.0,MPN/100 ml
062509KB02,06/25/2009,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,4.0,MPN/100 ml
090115SM07,09/01/2015,AMERICAN TURNERS,Left,,Result below detection limit
051214GR09,05/12/2014,KINGSBOROUGH COMMUNITY COLLEGE,Right,,Result below detection limit
061305EL04,06/13/2005,MANHATTAN BEACH,Left,12.0,MPN/100 ml
081213CP13,08/12/2013,MIDLAND BEACH,Center,52.0,MPN/100 ml
070606AW04,07/06/2006,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4.0,MPN/100 ml
042208BH05,04/22/2008,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,,Result below detection limit
042709GR19,04/27/2009,SEAGATE BEACH - 42ND STREET,Right,4.0,MPN/100 ml
053106GR06,05/31/2006,CONEY ISLAND BR. 15TH - 6TH,Center,,Result below detection limit
072506ZK09,07/25/2006,SEAGATE BEACH - 38TH STREET,Right,20.0,MPN/100 ml
082311GR11,08/23/2011,DANISH AMERICAN BEACH CLUB,Center,,Result below detection limit
050913GR09,05/09/2013,ROCKAWAY BEACH 95TH - 116TH,Center,,Result below detection limit
060611GR02,06/06/2011,GERRITSEN/KIDDIE BEACH,Center,16.0,MPN/100 ml
081215SG03,08/12/2015,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,220.0,MPN/100 ml
082311GR02,08/23/2011,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,,Result below detection limit
072412GR16,07/24/2012,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
082614CP06,08/26/2014,WHITE CROSS FISHING CLUB,Right,12.0,MPN/100 ml
070213KB14,07/02/2013,MORRIS YACHT AND BEACH CLUB,Center,52.0,MPN/100 ml
052306IM21,05/23/2006,MANHEM BEACH CLUB,Right,4.0,MPN/100 ml
050712GR02,05/07/2012,GERRITSEN/KIDDIE BEACH,Center,32.0,MPN/100 ml
042307BH01,04/23/2007,SI YMCA OF GREATER NEW YORK,Left,4.0,MPN/100 ml
072909KB04,07/29/2009,WHITE CROSS FISHING CLUB,Left,20.0,MPN/100 ml
050707GR03,05/07/2007,GERRITSEN/KIDDIE BEACH,Right,,Result below detection limit
062413KB13,06/24/2013,MORRIS YACHT AND BEACH CLUB,Left,12.0,MPN/100 ml
061912KB05,06/19/2012,WOLFE'S POND PARK,Center,20.0,MPN/100 ml
080905MR06,08/09/2005,SCHUYLER HILL CIVIC ASSOCIATION,Right,20.0,MPN/100 ml
071514GR12,07/15/2014,SEAGATE BEACH - 38TH STREET,Center,110.0,MPN/100 ml
091410KB10,09/14/2010,MORRIS YACHT AND BEACH CLUB,Left,20.0,MPN/100 ml
071806ZK18,07/18/2006,MANHEM BEACH CLUB,Right,4.0,MPN/100 ml
061608GR01,06/16/2008,MANHATTAN BEACH,Left,4.0,MPN/100 ml
070813GR07,07/08/2013,AMERICAN TURNERS,Left,4.0,MPN/100 ml
051605BH01,05/16/2005,WOLFE'S POND PARK,Left,9.9,MPN/100 ml
090710KB03,09/07/2010,SI YMCA OF GREATER NEW YORK,Right,32.0,MPN/100 ml
061713GR12,06/17/2013,DANISH AMERICAN BEACH CLUB,Right,,Result below detection limit
082813GR10,08/28/2013,CONEY ISLAND BR. 6TH - OCEAN PKWY,Left,4.0,MPN/100 ml
050216CP16,05/02/2016,SOUTH BEACH,Center,,Result below detection limit
042214GR16,04/22/2014,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
061807BH02,06/18/2007,SI YMCA OF GREATER NEW YORK,Center,140.0,MPN/100 ml
081307GR02,08/13/2007,GERRITSEN/KIDDIE BEACH,Center,12.0,MPN/100 ml
081610GR19,08/16/2010,LOCUST POINT YACHT CLUB,Left,20.0,MPN/100 ml
061212GR04,06/12/2012,MANHATTAN BEACH,Left,64.0,MPN/100 ml
042214GR01,04/22/2014,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,,Result below detection limit
081412GR02,08/14/2012,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4.0,MPN/100 ml
062507BH16,06/25/2007,WHITE CROSS FISHING CLUB,Left,,Result below detection limit
082409SG02,08/24/2009,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,44.0,MPN/100 ml
080205BH03,08/02/2005,SOUTH BEACH,Left,8.0,MPN/100 ml
070505MR10,07/05/2005,MORRIS YACHT AND BEACH CLUB,Left,,Result below detection limit
050812KB16,05/08/2012,CONEY ISLAND WEST 16TH - WEST 27TH,Center,,Result below detection limit
052615CP07,05/26/2015,WOLFE'S POND PARK,Center,,Result below detection limit
070710GR21,07/07/2010,LOCUST POINT YACHT CLUB,Right,8.0,MPN/100 ml
061311GR02,06/13/2011,GERRITSEN/KIDDIE BEACH,Center,52.0,MPN/100 ml
082608IM04,08/26/2008,WHITE CROSS FISHING CLUB,Left,8.0,MPN/100 ml
062315GR06,06/23/2015,WHITE CROSS FISHING CLUB,Right,8.0,MPN/100 ml
062910GR09,06/29/2010,AMERICAN TURNERS,Right,4.0,MPN/100 ml
042715GR11,04/27/2015,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,4.0,MPN/100 ml
090107BH06,09/04/2007,WOLFE'S POND PARK,Right,,Result below detection limit
081808GR02,08/18/2008,GERRITSEN/KIDDIE BEACH,Center,4.0,MPN/100 ml
080513GR13,08/05/2013,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
061809GR01,06/18/2009,SEAGATE BEACH - 42ND STREET,Left,,Result below detection limit
050912KB09,05/09/2012,ROCKAWAY BEACH 95TH - 116TH,Center,8.0,MPN/100 ml
043013KB07,04/30/2013,ORCHARD BEACH,Left,,Result below detection limit
072009GR13,07/20/2009,MANHEM BEACH CLUB,Left,,Result below detection limit
061107IM21,06/11/2007,MANHEM BEACH CLUB,Right,8.0,MPN/100 ml
070114KB03,07/01/2014,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,,Result below detection limit
071309GR14,07/13/2009,SEAGATE BEACH - 38TH STREET,Left,,Result below detection limit
060915GR19,06/09/2015,LOCUST POINT YACHT CLUB,Left,4.0,MPN/100 ml
081313CP11,08/13/2013,MORRIS YACHT AND BEACH CLUB,Center,92.0,MPN/100 ml
081814GR06,08/18/2014,MANHATTAN BEACH,Right,,Result below detection limit
050812GR12,05/08/2012,DANISH AMERICAN BEACH CLUB,Right,60.0,MPN/100 ml
072914CP17,07/29/2014,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
072711SG08,07/27/2011,AMERICAN TURNERS,Center,64.0,MPN/100 ml
052510GR16,05/25/2010,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
062111GR20,06/21/2011,LOCUST POINT YACHT CLUB,Center,12.0,MPN/100 ml
072211KB07,07/22/2011,SOUTH BEACH,Right,4.0,MPN/100 ml
053111GR07,05/31/2011,KINGSBOROUGH COMMUNITY COLLEGE,Left,,Result below detection limit
070108IM08,07/01/2008,AMERICAN TURNERS,Center,,Result below detection limit
053006IM20,05/30/2006,MANHEM BEACH CLUB,Center,80.0,MPN/100 ml
060109GR05,06/01/2009,MANHATTAN BEACH,Center,12.0,MPN/100 ml
052715GR18,05/27/2015,SCHUYLER HILL CIVIC ASSOCIATION,Right,4.0,MPN/100 ml
082007NR06,08/20/2007,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,4.0,MPN/100 ml
060209KB10,06/02/2009,ORCHARD BEACH,Left,4.0,MPN/100 ml
052615CP06,05/26/2015,WOLFE'S POND PARK,Left,,Result below detection limit
051506IM02,05/15/2006,MORRIS YACHT AND BEACH CLUB,Center,8.0,MPN/100 ml
062607GR02,06/26/2007,GERRITSEN/KIDDIE BEACH,Center,,Result below detection limit
042108GR04,04/21/2008,MANHATTAN BEACH,Left,,Result below detection limit
050107IM19,05/01/2007,MANHEM BEACH CLUB,Left,,Result below detection limit
072412GR20,07/24/2012,SEAGATE BEACH - 42ND STREET,Left,16.0,MPN/100 ml
070108IM17,07/01/2008,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
052014IM15,05/20/2014,MANHEM BEACH CLUB,Right,8.0,MPN/100 ml
081312GR13,08/13/2012,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
041231GR16,04/23/2013,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
052709KB05,05/27/2009,WOLFE'S POND PARK,Center,60.0,MPN/100 ml
042412GR20,04/24/2012,LOCUST POINT YACHT CLUB,Center,120.0,MPN/100 ml
072914KB01,07/29/2014,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,24.0,MPN/100 ml
070505MR13,07/05/2005,ORCHARD BEACH,Left,12.0,MPN/100 ml
061906IM08,06/19/2006,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4.0,MPN/100 ml
082806GR05,08/28/2006,MANHATTAN BEACH,Right,28.0,MPN/100 ml
062107BH03,06/21/2007,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,110.0,MPN/100 ml
061411KB09,06/14/2011,ORCHARD BEACH,Right,20.0,MPN/100 ml
080811KB10,08/08/2011,MORRIS YACHT AND BEACH CLUB,Left,16.0,MPN/100 ml
082013CP06,08/20/2013,BEECHHURST PROPERTY OWNERS ASSOCIATION,Right,68.0,MPN/100 ml
060809GR02,06/08/2009,GERRITSEN/KIDDIE BEACH,Center,8.0,MPN/100 ml
072214KB05,07/22/2014,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,12.0,MPN/100 ml
062111GR07,06/21/2011,AMERICAN TURNERS,Left,20.0,MPN/100 ml
050713GR15,05/07/2013,MANHEM BEACH CLUB,Right,4.0,MPN/100 ml
071910KB07,07/19/2010,ORCHARD BEACH,Left,48.0,MPN/100 ml
063008BH04,06/30/2008,WOLFE'S POND PARK,Left,100.0,MPN/100 ml
062309GR10,06/23/2009,DANISH AMERICAN BEACH CLUB,Left,100.0,MPN/100 ml
081308IM18,08/13/2008,SCHUYLER HILL CIVIC ASSOCIATION,Right,,Result below detection limit
080415GR03,08/04/2015,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,12.0,MPN/100 ml
090606BH17,09/06/2006,WHITE CROSS FISHING CLUB,Center,12.0,MPN/100 ml
080513KB15,08/05/2013,SOUTH BEACH,Right,4.0,MPN/100 ml
060815CP13,06/08/2015,MIDLAND BEACH,Center,,Result below detection limit
060115CP14,06/01/2015,SOUTH BEACH,Center,100.0,MPN/100 ml
042913GR15,04/29/2013,SEAGATE BEACH - 38TH STREET,Center,,Result below detection limit
072108GR09,07/21/2008,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,,Result below detection limit
051909KB09,05/19/2009,MORRIS YACHT AND BEACH CLUB,Right,,Result below detection limit
082712KB03,08/27/2012,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,,Result below detection limit
