Sample ID,Sample Date,Beach Name,Sample Location,Enterococci Results,Units or Notes
071916IM17,07/19/2016,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
061917JA03,06/19/2017,SI YMCA OF GREATER NEW YORK,Left,52.0,MPN/100 ml
060616GR10,06/06/2016,CONEY ISLAND BR. 15TH - 6TH,Center,36.0,MPN/100 ml
071916IM06,07/19/2016,WHITE CROSS FISHING CLUB,Right,16.0,MPN/100 ml
050217MA07,05/02/2017,ORCHARD BEACH,Left,4.0,MPN/100 ml
051517MA09,05/15/2017,KINGSBOROUGH COMMUNITY COLLEGE,Right,12.0,MPN/100 ml
053117MA03,05/31/2017,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,180.0,MPN/100 ml
083016JL01,08/30/2016,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4.0,MPN/100 ml
060517MA01,06/05/2017,GERRITSEN/KIDDIE BEACH,Left,52.0,MPN/100 ml
082917MA01,08/29/2017,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4.0,MPN/100 ml
091316AO05,09/13/2016,DANISH AMERICAN BEACH CLUB,Center,,Result below detection limit
070517JL07,07/05/2017,WOLFE'S POND PARK,Left,,Result below detection limit
061416JL07,06/14/2016,AMERICAN TURNERS,Left,12.0,MPN/100 ml
060616GR08,06/06/2016,KINGSBOROUGH COMMUNITY COLLEGE,Center,52.0,MPN/100 ml
080817JA19,08/08/2017,LOCUST POINT YACHT CLUB,Left,20.0,MPN/100 ml
070617MC03,07/06/2017,ROCKAWAY BEACH 23RD - 59TH,Center,,Result below detection limit
051016JL12,05/10/2016,DANISH AMERICAN BEACH CLUB,Right,4.0,MPN/100 ml
083116MC06,08/31/2016,ROCKAWAY BEACH 95TH - 116TH,Center,20.0,MPN/100 ml
061316GR22,06/13/2016,GERRITSEN/KIDDIE BEACH,Right,,Result below detection limit
070517JL18,07/05/2017,SOUTH BEACH,Right,,Result below detection limit
081517KB01,08/15/2017,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,500.0,MPN/100 ml
060616CP01,06/06/2016,CONEY ISLAND WEST 28TH - WEST 37TH,Center,16.0,MPN/100 ml
071116MC18,07/11/2016,SEAGATE BEACH - 38TH STREET,Center,,Result below detection limit
072016MC04,07/20/2016,ROCKAWAY BEACH 59TH - 80TH,Center,4.0,MPN/100 ml
070616IM21,07/06/2016,LOCUST POINT YACHT CLUB,Right,8.0,MPN/100 ml
071817JL16,07/18/2017,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
062216MC07,06/22/2016,ROCKAWAY BEACH 116TH - 126TH,Center,4.0,MPN/100 ml
071116JL14,07/11/2016,MIDLAND BEACH,Right,,Result below detection limit
062717HL13,06/27/2017,WEST FORDHAM STREET ASSOCIATION,Left,,Result below detection limit
071216IM01,07/12/2016,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,8.0,MPN/100 ml
072516HL03,07/25/2016,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,20.0,MPN/100 ml
060616GR07,06/06/2016,KINGSBOROUGH COMMUNITY COLLEGE,Left,76.0,MPN/100 ml
062017MA12,06/20/2017,MORRIS YACHT AND BEACH CLUB,Right,100.0,MPN/100 ml
070516MC19,07/05/2016,SEAGATE BEACH - 38TH STREET,Right,20.0,MPN/100 ml
081417KB04,08/14/2017,WOLFE'S POND PARK,Left,,Result below detection limit
060716JL11,06/07/2016,DANISH AMERICAN BEACH CLUB,Center,12.0,MPN/100 ml
071216IM17,07/12/2016,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
050217JA03,05/02/2017,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4.0,MPN/100 ml
060116IM09,06/01/2016,AMERICAN TURNERS,Right,16.0,MPN/100 ml
071817HL01,07/18/2017,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,,Result below detection limit
072516IM09,07/25/2016,AMERICAN TURNERS,Right,,Result below detection limit
072517KB09,07/25/2017,ORCHARD BEACH,Right,8.0,MPN/100 ml
061316GR05,06/13/2016,SEAGATE BEACH - 38TH STREET,Center,,Result below detection limit
061316GR20,06/13/2016,GERRITSEN/KIDDIE BEACH,Left,,Result below detection limit
051716AO01,05/17/2016,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,,Result below detection limit
072516IM18,07/25/2016,SCHUYLER HILL CIVIC ASSOCIATION,Right,4.0,MPN/100 ml
081617MC06,08/16/2017,ROCKAWAY BEACH 95TH - 116TH,Center,4.0,MPN/100 ml
071116JL06,07/11/2016,WOLFE'S POND PARK,Left,4.0,MPN/100 ml
072016MC09,07/20/2016,BREEZY POINT - REID AVE.,Center,,Result below detection limit
071816MC14,07/18/2016,SEAGATE BEACH - 42ND STREET,Left,12.0,MPN/100 ml
051517JA03,05/15/2017,SI YMCA OF GREATER NEW YORK,Left,96.0,MPN/100 ml
062816AO07,06/28/2016,ORCHARD BEACH,Left,4.0,MPN/100 ml
090816AO14,09/08/2016,WEST FORDHAM STREET ASSOCIATION,Center,16.0,MPN/100 ml
070617HL15,07/06/2017,WEST FORDHAM STREET ASSOCIATION,Right,8.0,MPN/100 ml
052317JA15,05/23/2017,MANHEM BEACH CLUB,Right,44.0,MPN/100 ml
071717JL05,07/17/2017,SI YMCA OF GREATER NEW YORK,Right,,Result below detection limit
082117KB01,08/21/2017,SI YMCA OF GREATER NEW YORK,Left,40.0,MPN/100 ml
052417MC10,05/24/2017,BREEZY POINT - 219TH STREET,Center,,Result below detection limit
080216IM01,08/02/2016,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,64.0,MPN/100 ml
061416JL03,06/14/2016,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4.0,MPN/100 ml
061217JA02,06/12/2017,CONEY ISLAND WEST 28TH - WEST 37TH,Center,,Result below detection limit
071916IM08,07/19/2016,AMERICAN TURNERS,Center,4.0,MPN/100 ml
081616HL02,08/16/2016,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,8.0,MPN/100 ml
050817MA06,05/08/2017,MANHATTAN BEACH,Right,8.0,MPN/100 ml
080916HL08,08/09/2016,ORCHARD BEACH,Center,,Result below detection limit
060116HL07,06/01/2016,ORCHARD BEACH,Left,,Result below detection limit
071117HL03,07/11/2017,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,4.0,MPN/100 ml
080116KB12,08/01/2016,MIDLAND BEACH,Right,32.0,MPN/100 ml
051716AO12,05/17/2016,MORRIS YACHT AND BEACH CLUB,Right,,Result below detection limit
062016CP04,06/20/2016,SI YMCA OF GREATER NEW YORK,Center,4.0,MPN/100 ml
080816MC10,08/08/2016,CONEY ISLAND BR. 15TH - 6TH,Center,,Result below detection limit
082117MA01,08/21/2017,GERRITSEN/KIDDIE BEACH,Left,28.0,MPN/100 ml
071117HL01,07/11/2017,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,4.0,MPN/100 ml
082917MA11,08/29/2017,DANISH AMERICAN BEACH CLUB,Center,12.0,MPN/100 ml
060617MA07,06/06/2017,ORCHARD BEACH,Left,16.0,MPN/100 ml
081517JA07,08/15/2017,AMERICAN TURNERS,Left,8.0,MPN/100 ml
071817JL13,07/18/2017,MANHEM BEACH CLUB,Left,8.0,MPN/100 ml
051616CP13,05/16/2016,MIDLAND BEACH,Center,4.0,MPN/100 ml
052217MA13,05/22/2017,CONEY ISLAND WEST 8TH - PIER,Center,4.0,MPN/100 ml
080116IM12,08/01/2016,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4.0,MPN/100 ml
042517HL01,04/25/2017,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,28.0,MPN/100 ml
083116MC01,08/31/2016,ROCKAWAY BEACH 9TH - 13TH,Center,8.0,MPN/100 ml
053117MA20,05/31/2017,LOCUST POINT YACHT CLUB,Center,120.0,MPN/100 ml
062717HL07,06/27/2017,ORCHARD BEACH,Left,12.0,MPN/100 ml
071216AO12,07/12/2016,MORRIS YACHT AND BEACH CLUB,Right,,Result below detection limit
070616IM16,07/06/2016,SCHUYLER HILL CIVIC ASSOCIATION,Left,8.0,MPN/100 ml
081517JA09,08/15/2017,AMERICAN TURNERS,Right,4.0,MPN/100 ml
090617MA12,09/06/2017,SCHUYLER HILL CIVIC ASSOCIATION,Right,16.0,MPN/100 ml
071017MC02,07/10/2017,GERRITSEN/KIDDIE BEACH,Center,4.0,MPN/100 ml
062016CP08,06/20/2016,WOLFE'S POND PARK,Right,4.0,MPN/100 ml
053020JA01,05/30/2017,CONEY ISLAND WEST 16TH - WEST 27TH,Center,8.0,MPN/100 ml
050317MC08,05/03/2017,ROCKAWAY BEACH 126TH - 149TH,Center,,Result below detection limit
083016AO03,08/30/2016,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,8.0,MPN/100 ml
042417MC01,04/24/2017,GERRITSEN/KIDDIE BEACH,Left,4.0,MPN/100 ml
072616JL08,07/26/2016,CEDAR GROVE,Center,8.0,MPN/100 ml
061316CP13,06/13/2016,MIDLAND BEACH,Center,4.0,MPN/100 ml
052416MC03,05/24/2016,ROCKAWAY BEACH 23RD - 59TH,Center,,Result below detection limit
082217MA09,08/22/2017,AMERICAN TURNERS,Right,32.0,MPN/100 ml
073117TM02,07/31/2017,GERRITSEN/KIDDIE BEACH,Center,,Result below detection limit
070517MC03,07/05/2017,GERRITSEN/KIDDIE BEACH,Right,64.0,MPN/100 ml
090816AO04,09/08/2016,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,,Result below detection limit
080916IM14,08/09/2016,MANHEM BEACH CLUB,Center,,Result below detection limit
062617MC11,06/26/2017,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,8.0,MPN/100 ml
053017MA10,05/30/2017,CONEY ISLAND BR. 15TH - 6TH,Center,4.0,MPN/100 ml
061416AO06,06/14/2016,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,8.0,MPN/100 ml
051517JA02,05/15/2017,CONEY ISLAND WEST 28TH - WEST 37TH,Center,12.0,MPN/100 ml
042517JL10,04/25/2017,DANISH AMERICAN BEACH CLUB,Left,230.0,MPN/100 ml
080916IM12,08/09/2016,DANISH AMERICAN BEACH CLUB,Right,4.0,MPN/100 ml
090517MA06,09/05/2017,MANHATTAN BEACH,Right,4.0,MPN/100 ml
062116JL16,06/21/2016,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
072417MA03,07/24/2017,GERRITSEN/KIDDIE BEACH,Right,280.0,MPN/100 ml
053017MA06,05/30/2017,MANHATTAN BEACH,Right,20.0,MPN/100 ml
062216MC05,06/22/2016,ROCKAWAY BEACH 80TH - 95TH,Center,,Result below detection limit
090816AO09,09/08/2016,ORCHARD BEACH,Right,,Result below detection limit
070617JL03,07/06/2017,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,52.0,MPN/100 ml
071017MC16,07/10/2017,SEAGATE BEACH - 42ND STREET,Right,,Result below detection limit
050817JA05,05/08/2017,SI YMCA OF GREATER NEW YORK,Right,32.0,MPN/100 ml
052217JA07,05/22/2017,WOLFE'S POND PARK,Center,20.0,MPN/100 ml
053017JA17,05/30/2017,SOUTH BEACH,Right,8.0,MPN/100 ml
062717HL11,06/27/2017,MORRIS YACHT AND BEACH CLUB,Center,,Result below detection limit
060716JL19,06/07/2016,LOCUST POINT YACHT CLUB,Left,8.0,MPN/100 ml
071017JL04,07/10/2017,SI YMCA OF GREATER NEW YORK,Center,12.0,MPN/100 ml
060517JA13,06/05/2017,MIDLAND BEACH,Center,8.0,MPN/100 ml
072616MC01,07/26/2016,GERRITSEN/KIDDIE BEACH,Left,320.0,MPN/100 ml
070516MC02,07/05/2016,GERRITSEN/KIDDIE BEACH,Center,460.0,MPN/100 ml
071816MC11,07/18/2016,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
060717MC07,06/07/2017,ROCKAWAY BEACH 116TH - 126TH,Center,4.0,MPN/100 ml
051517MA10,05/15/2017,CONEY ISLAND BR. 15TH - 6TH,Center,,Result below detection limit
060517JA14,06/05/2017,MIDLAND BEACH,Right,,Result below detection limit
062617MC12,06/26/2017,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,20.0,MPN/100 ml
062017MA01,06/20/2017,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,900.0,MPN/100 ml
062716CP06,06/27/2016,WOLFE'S POND PARK,Left,,Result below detection limit
072516IM02,07/25/2016,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4.0,MPN/100 ml
080217MC01,08/02/2017,ROCKAWAY BEACH 9TH - 13TH,Center,8.0,MPN/100 ml
042517JL15,04/25/2017,MANHEM BEACH CLUB,Left,130.0,MPN/100 ml
050817JA01,05/08/2017,CONEY ISLAND WEST 16TH - WEST 27TH,Center,20.0,MPN/100 ml
053117JA11,05/31/2017,DANISH AMERICAN BEACH CLUB,Center,12.0,MPN/100 ml
090517JA11,09/05/2017,CEDAR GROVE,Right,16.0,MPN/100 ml
061217JA13,06/12/2017,MIDLAND BEACH,Left,,Result below detection limit
080817JA10,08/08/2017,DANISH AMERICAN BEACH CLUB,Left,420.0,MPN/100 ml
070617JL15,07/06/2017,MANHEM BEACH CLUB,Right,280.0,MPN/100 ml
083017MA05,08/30/2017,ROCKAWAY BEACH 80TH - 95TH,Center,4.0,MPN/100 ml
053117JA15,05/31/2017,MANHEM BEACH CLUB,Right,32.0,MPN/100 ml
082316HL14,08/23/2016,WEST FORDHAM STREET ASSOCIATION,Left,,Result below detection limit
050817MA09,05/08/2017,KINGSBOROUGH COMMUNITY COLLEGE,Right,,Result below detection limit
051517MA01,05/15/2017,GERRITSEN/KIDDIE BEACH,Left,,Result below detection limit
071017MC07,07/10/2017,KINGSBOROUGH COMMUNITY COLLEGE,Left,,Result below detection limit
072516IM06,07/25/2016,WHITE CROSS FISHING CLUB,Right,4.0,MPN/100 ml
053117JA09,05/31/2017,AMERICAN TURNERS,Right,640.0,MPN/100 ml
082916MC11,08/29/2016,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,4.0,MPN/100 ml
042417MC02,04/24/2017,GERRITSEN/KIDDIE BEACH,Center,,Result below detection limit
062017JA20,06/20/2017,LOCUST POINT YACHT CLUB,Left,160.0,MPN/100 ml
071116JL05,07/11/2016,SI YMCA OF GREATER NEW YORK,Right,4.0,MPN/100 ml
070616IM15,07/06/2016,MANHEM BEACH CLUB,Right,12.0,MPN/100 ml
080116IM14,08/01/2016,SEAGATE BEACH - 42ND STREET,Left,100.0,MPN/100 ml
061217JA01,06/12/2017,CONEY ISLAND WEST 16TH - WEST 27TH,Center,,Result below detection limit
070516JL09,07/05/2016,CEDAR GROVE,Left,16.0,MPN/100 ml
053116GR01,05/31/2016,GERRITSEN/KIDDIE BEACH,Left,56.0,MPN/100 ml
050916CP17,05/09/2016,SOUTH BEACH,Right,,Result below detection limit
060517MA15,06/05/2017,SEAGATE BEACH - 42ND STREET,Center,,Result below detection limit
071717MC03,07/17/2017,GERRITSEN/KIDDIE BEACH,Right,4.0,MPN/100 ml
082216MC05,08/22/2016,MANHATTAN BEACH,Center,24.0,MPN/100 ml
090816MC11,09/08/2016,SEAGATE BEACH - 42ND STREET,Center,,Result below detection limit
060616CP14,06/06/2016,MIDLAND BEACH,Right,4.0,MPN/100 ml
070517MC17,07/05/2017,SEAGATE BEACH - 38TH STREET,Left,,Result below detection limit
051717MC07,05/17/2017,ROCKAWAY BEACH 116TH - 126TH,Center,,Result below detection limit
080216HL13,08/02/2016,ORCHARD BEACH,Left,420.0,MPN/100 ml
051116MC05,05/11/2016,ROCKAWAY BEACH 80TH - 95TH,Center,,Result below detection limit
050217JA09,05/02/2017,AMERICAN TURNERS,Right,20.0,MPN/100 ml
080117KB09,08/01/2017,ORCHARD BEACH,Right,4.0,MPN/100 ml
051616CP04,05/16/2016,SI YMCA OF GREATER NEW YORK,Center,,Result below detection limit
051617JA19,05/16/2017,LOCUST POINT YACHT CLUB,Left,12.0,MPN/100 ml
082916JL04,08/29/2016,WOLFE'S POND PARK,Left,12.0,MPN/100 ml
061317JA01,06/13/2017,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4.0,MPN/100 ml
081417KB11,08/14/2017,MIDLAND BEACH,Center,,Result below detection limit
073117TM11,07/31/2017,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
060517MA06,06/05/2017,MANHATTAN BEACH,Right,,Result below detection limit
052416JL16,05/24/2016,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
051617JA02,05/16/2017,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4.0,MPN/100 ml
080817KB07,08/08/2017,ORCHARD BEACH,Left,16.0,MPN/100 ml
081516MC19,08/15/2016,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
071017JL11,07/10/2017,CEDAR GROVE,Right,8.0,MPN/100 ml
071116MC17,07/11/2016,SEAGATE BEACH - 38TH STREET,Left,,Result below detection limit
090816AO11,09/08/2016,MORRIS YACHT AND BEACH CLUB,Center,,Result below detection limit
070617HL14,07/06/2017,WEST FORDHAM STREET ASSOCIATION,Center,4.0,MPN/100 ml
052316GR19,05/23/2016,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
062717JA07,06/27/2017,AMERICAN TURNERS,Left,520.0,MPN/100 ml
071717JL15,07/17/2017,SOUTH BEACH,Left,24.0,MPN/100 ml
081516MC14,08/15/2016,SEAGATE BEACH - 42ND STREET,Left,,Result below detection limit
060616GR09,06/06/2016,KINGSBOROUGH COMMUNITY COLLEGE,Right,44.0,MPN/100 ml
071017JL12,07/10/2017,MIDLAND BEACH,Left,4.0,MPN/100 ml
053116CP16,05/31/2016,SOUTH BEACH,Center,8.0,MPN/100 ml
051517MA02,05/15/2017,GERRITSEN/KIDDIE BEACH,Center,16.0,MPN/100 ml
060616GR11,06/06/2016,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,20.0,MPN/100 ml
081616HL12,08/16/2016,MORRIS YACHT AND BEACH CLUB,Center,8.0,MPN/100 ml
080817KB05,08/08/2017,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,150.0,MPN/100 ml
080816MC18,08/08/2016,SEAGATE BEACH - 38TH STREET,Left,8.0,MPN/100 ml
050916CP09,05/09/2016,CEDAR GROVE,Left,,Result below detection limit
071116JL07,07/11/2016,WOLFE'S POND PARK,Center,16.0,MPN/100 ml
072517KB03,07/25/2017,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,180.0,MPN/100 ml
080916HL03,08/09/2016,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,,Result below detection limit
061217MA09,06/12/2017,KINGSBOROUGH COMMUNITY COLLEGE,Right,32.0,MPN/100 ml
090816AO10,09/08/2016,MORRIS YACHT AND BEACH CLUB,Left,,Result below detection limit
080316MC03,08/03/2016,ROCKAWAY BEACH 23RD - 59TH,Center,,Result below detection limit
080117IM09,08/01/2017,AMERICAN TURNERS,Right,4.0,MPN/100 ml
050917JA08,05/09/2017,AMERICAN TURNERS,Center,110.0,MPN/100 ml
061917JA06,06/19/2017,WOLFE'S POND PARK,Left,8.0,MPN/100 ml
052317JA05,05/23/2017,WHITE CROSS FISHING CLUB,Center,260.0,MPN/100 ml
080217MC06,08/02/2017,ROCKAWAY BEACH 95TH - 116TH,Center,4.0,MPN/100 ml
070616MC04,07/06/2016,ROCKAWAY BEACH 59TH - 80TH,Center,4.0,MPN/100 ml
062017MA08,06/20/2017,ORCHARD BEACH,Center,8.0,MPN/100 ml
080116KB14,08/01/2016,SOUTH BEACH,Center,240.0,MPN/100 ml
081516JL15,08/15/2016,SOUTH BEACH,Right,,Result below detection limit
072517NG01,07/25/2017,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,660.0,MPN/100 ml
061317JA14,06/13/2017,MANHEM BEACH CLUB,Center,16.0,MPN/100 ml
080717KB17,08/07/2017,CONEY ISLAND WEST 28TH - WEST 37TH,Center,24.0,MPN/100 ml
082316JL11,08/23/2016,DANISH AMERICAN BEACH CLUB,Center,4.0,MPN/100 ml
080816JL05,08/08/2016,WOLFE'S POND PARK,Center,,Result below detection limit
052416MC05,05/24/2016,ROCKAWAY BEACH 80TH - 95TH,Center,4.0,MPN/100 ml
060116HL05,06/01/2016,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,72.0,MPN/100 ml
081517JA10,08/15/2017,DANISH AMERICAN BEACH CLUB,Left,380.0,MPN/100 ml
080116KB08,08/01/2016,CEDAR GROVE,Center,150.0,MPN/100 ml
061416AO05,06/14/2016,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,8.0,MPN/100 ml
080316MC05,08/03/2016,ROCKAWAY BEACH 80TH - 95TH,Center,,Result below detection limit
051517JA09,05/15/2017,CEDAR GROVE,Left,,Result below detection limit
060517MA14,06/05/2017,SEAGATE BEACH - 42ND STREET,Left,4.0,MPN/100 ml
080817JA21,08/08/2017,LOCUST POINT YACHT CLUB,Right,12.0,MPN/100 ml
061917JA12,06/19/2017,MIDLAND BEACH,Left,4.0,MPN/100 ml
080216HL03,08/02/2016,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,20.0,MPN/100 ml
080816MC16,08/08/2016,SEAGATE BEACH - 42ND STREET,Center,,Result below detection limit
052217MA04,05/22/2017,MANHATTAN BEACH,Left,4.0,MPN/100 ml
050217JA13,05/02/2017,MANHEM BEACH CLUB,Left,8.0,MPN/100 ml
062017MA03,06/20/2017,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,640.0,MPN/100 ml
061917MA16,06/19/2017,SEAGATE BEACH - 42ND STREET,Right,4.0,MPN/100 ml
090517MA08,09/05/2017,KINGSBOROUGH COMMUNITY COLLEGE,Center,8.0,MPN/100 ml
081616HL13,08/16/2016,MORRIS YACHT AND BEACH CLUB,Right,12.0,MPN/100 ml
052416JL02,05/24/2016,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4.0,MPN/100 ml
071816MC12,07/18/2016,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,,Result below detection limit
062816JL15,06/28/2016,MANHEM BEACH CLUB,Right,20.0,MPN/100 ml
061316CP09,06/13/2016,CEDAR GROVE,Left,,Result below detection limit
082917MA17,08/29/2017,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
053017MA01,05/30/2017,GERRITSEN/KIDDIE BEACH,Left,32.0,MPN/100 ml
051116MC10,05/11/2016,BREEZY POINT - 219TH STREET,Center,,Result below detection limit
082217MA07,08/22/2017,AMERICAN TURNERS,Left,36.0,MPN/100 ml
052217MA01,05/22/2017,GERRITSEN/KIDDIE BEACH,Left,900.0,MPN/100 ml
071817HL09,07/18/2017,ORCHARD BEACH,Right,,Result below detection limit
090816MC13,09/08/2016,SEAGATE BEACH - 38TH STREET,Left,8.0,MPN/100 ml
052316CP17,05/23/2016,SOUTH BEACH,Right,,Result below detection limit
081517JA21,08/15/2017,LOCUST POINT YACHT CLUB,Right,20.0,MPN/100 ml
083017MC10,08/30/2017,BREEZY POINT - 219TH STREET,Center,8.0,MPN/100 ml
080717JA15,08/07/2017,SEAGATE BEACH - 42ND STREET,Center,60.0,MPN/100 ml
072016MC03,07/20/2016,ROCKAWAY BEACH 23RD - 59TH,Center,,Result below detection limit
070616IM12,07/06/2016,DANISH AMERICAN BEACH CLUB,Right,8.0,MPN/100 ml
052416AO01,05/24/2016,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,52.0,MPN/100 ml
061917MA01,06/19/2017,GERRITSEN/KIDDIE BEACH,Left,8.0,MPN/100 ml
091316AO07,09/13/2016,MORRIS YACHT AND BEACH CLUB,Left,,Result below detection limit
082117KB14,08/21/2017,SOUTH BEACH,Center,4.0,MPN/100 ml
052316CP11,05/23/2016,CEDAR GROVE,Right,,Result below detection limit
081516JL02,08/15/2016,SI YMCA OF GREATER NEW YORK,Center,44.0,MPN/100 ml
052316GR17,05/23/2016,SEAGATE BEACH - 38TH STREET,Left,,Result below detection limit
062016CP11,06/20/2016,CEDAR GROVE,Right,,Result below detection limit
080216IM13,08/02/2016,MANHEM BEACH CLUB,Left,110.0,MPN/100 ml
062717HL15,06/27/2017,WEST FORDHAM STREET ASSOCIATION,Right,4.0,MPN/100 ml
061316CP04,06/13/2016,SI YMCA OF GREATER NEW YORK,Center,12.0,MPN/100 ml
071916IM12,07/19/2016,DANISH AMERICAN BEACH CLUB,Right,8.0,MPN/100 ml
060616CP16,06/06/2016,SOUTH BEACH,Center,12.0,MPN/100 ml
072916JL05,07/29/2016,MIDLAND BEACH,Center,4.0,MPN/100 ml
061217MA13,06/12/2017,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
051016AO15,05/10/2016,WEST FORDHAM STREET ASSOCIATION,Right,4.0,MPN/100 ml
073117TM04,07/31/2017,MANHATTAN BEACH,Left,12.0,MPN/100 ml
072417MA09,07/24/2017,KINGSBOROUGH COMMUNITY COLLEGE,Right,340.0,MPN/100 ml
083017MA04,08/30/2017,ROCKAWAY BEACH 59TH - 80TH,Center,16.0,MPN/100 ml
070617JL11,07/06/2017,DANISH AMERICAN BEACH CLUB,Center,100.0,MPN/100 ml
060517MA05,06/05/2017,MANHATTAN BEACH,Center,24.0,MPN/100 ml
051517MA19,05/15/2017,SEAGATE BEACH - 38TH STREET,Center,4.0,MPN/100 ml
050817MA07,05/08/2017,KINGSBOROUGH COMMUNITY COLLEGE,Left,4.0,MPN/100 ml
062216MC08,06/22/2016,ROCKAWAY BEACH 126TH - 149TH,Center,,Result below detection limit
070517MC18,07/05/2017,SEAGATE BEACH - 38TH STREET,Center,4.0,MPN/100 ml
071817JL18,07/18/2017,SCHUYLER HILL CIVIC ASSOCIATION,Right,,Result below detection limit
042417JL09,04/24/2017,CEDAR GROVE,Left,,Result below detection limit
060716JL20,06/07/2016,LOCUST POINT YACHT CLUB,Center,,Result below detection limit
060116IM14,06/01/2016,MANHEM BEACH CLUB,Center,20.0,MPN/100 ml
062716CP13,06/27/2016,MIDLAND BEACH,Center,4.0,MPN/100 ml
062716GR12,06/27/2016,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,,Result below detection limit
090816MC05,09/08/2016,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,4.0,MPN/100 ml
051016JL13,05/10/2016,MANHEM BEACH CLUB,Left,,Result below detection limit
053116CP11,05/31/2016,CEDAR GROVE,Right,8.0,MPN/100 ml
050916CP02,05/09/2016,CONEY ISLAND WEST 28TH - WEST 37TH,Center,,Result below detection limit
053116GR14,05/31/2016,SEAGATE BEACH - 42ND STREET,Left,,Result below detection limit
050217JA17,05/02/2017,SCHUYLER HILL CIVIC ASSOCIATION,Center,16.0,MPN/100 ml
050916CP07,05/09/2016,WOLFE'S POND PARK,Center,,Result below detection limit
072516HL09,07/25/2016,ORCHARD BEACH,Right,,Result below detection limit
072417MA18,07/24/2017,SEAGATE BEACH - 38TH STREET,Center,220.0,MPN/100 ml
053116GR06,05/31/2016,MANHATTAN BEACH,Right,4.0,MPN/100 ml
080717JA07,08/07/2017,KINGSBOROUGH COMMUNITY COLLEGE,Left,24.0,MPN/100 ml
062116JL17,06/21/2016,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
082817JA17,08/28/2017,SOUTH BEACH,Right,16.0,MPN/100 ml
080717KB15,08/07/2017,SOUTH BEACH,Right,4.0,MPN/100 ml
072517NG06,07/25/2017,WHITE CROSS FISHING CLUB,Right,300.0,MPN/100 ml
051016AO13,05/10/2016,WEST FORDHAM STREET ASSOCIATION,Left,16.0,MPN/100 ml
